"","orig.ident","nCount_RNA","nFeature_RNA","Donor","celltype","RNA_snn_res.0.5","seurat_clusters","S.Score","G2M.Score","Phase","old.ident","nCount_SCT","nFeature_SCT","SCT_snn_res.3"
"HIP044.3989","SeuratProject",3749,1659,"H5","CD14 Monocyte","3","11",-0.0316888544430848,-0.132604990333553,"G1","3",2511,1605,"11"
"HIP044.3990","SeuratProject",3234,1666,"H5","CD16 Monocyte","5","0",-0.0093113182891946,-0.0566720233291614,"G1","5",2354,1642,"0"
"HIP044.3993","SeuratProject",3554,1678,"H5","CD16 Monocyte","5","8",-0.0656839424095746,-0.0747466838157376,"G1","5",2478,1643,"8"
"HIP044.3994","SeuratProject",2949,1669,"H5","CD16 Monocyte","10","0",0.0431055777749737,-0.0516385571898902,"S","10",2331,1660,"0"
"HIP044.3995","SeuratProject",3340,1670,"H5","CD16 Monocyte","10","6",-0.0652985542103812,-0.0724274838423788,"G1","10",2414,1643,"6"
"HIP044.3997","SeuratProject",3719,1679,"H5","CD16 Monocyte","5","4",-0.00209842885883649,-0.0363505792437817,"G1","5",2499,1624,"4"
"HIP044.3998","SeuratProject",3202,1672,"H5","CD16 Monocyte","10","0",-0.00539685105472654,-0.0121293574297001,"G1","10",2365,1655,"0"
"HIP044.4003","SeuratProject",3631,1673,"H5","CD14 Monocyte","7","17",0.0163157582920915,-0.0591607340533732,"S","7",2479,1627,"17"
"HIP044.4004","SeuratProject",4728,1680,"H5","CD14 Monocyte","3","17",-0.0717221221928965,-0.0896087822997055,"G1","3",2349,1215,"17"
"HIP044.4008","SeuratProject",3440,1687,"H5","CD16 Monocyte","5","7",-0.0668117370528098,-0.103970235510531,"G1","5",2440,1643,"7"
"HIP044.4009","SeuratProject",3552,1694,"H5","CD16 Monocyte","10","8",-0.0380267047994833,-0.00867371716426277,"G1","10",2470,1668,"8"
"HIP044.4013","SeuratProject",4028,1696,"H5","DC","11","15",-0.000709168118725331,-0.0650850299869789,"G1","11",2516,1559,"15"
"HIP044.4014","SeuratProject",3800,1701,"H5","CD16 Monocyte","5","8",-0.0408911051140965,0.0382242368016324,"G2M","5",2500,1639,"8"
"HIP044.4017","SeuratProject",3682,1705,"H5","CD14 Monocyte","3","12",-0.0904120285510134,-0.0461184318655459,"G1","3",2501,1657,"12"
"HIP044.4019","SeuratProject",3632,1714,"H5","CD14 Monocyte","3","9",-0.0956816920370567,0.00804801056530122,"G2M","3",2492,1658,"9"
"HIP044.4020","SeuratProject",3773,1707,"H5","DC","11","15",-0.0378149411724037,-0.0945391325891495,"G1","11",2520,1641,"15"
"HIP044.4021","SeuratProject",3573,1721,"H5","CD16 Monocyte","5","4",-0.063689783525693,-0.0705922560114008,"G1","5",2482,1683,"4"
"HIP044.4023","SeuratProject",4443,1722,"H5","CD14 Monocyte","3","9",0.0739570330217481,-0.0542398304973657,"S","3",2433,1400,"9"
"HIP044.4025","SeuratProject",3908,1728,"H5","DC","7","15",-0.0713984491306049,-0.076030216533054,"G1","7",2515,1632,"15"
"HIP044.4027","SeuratProject",3928,1723,"H5","CD16 Monocyte","5","12",-0.0282663239555591,-0.0675363606545439,"G1","5",2546,1638,"12"
"HIP044.4028","SeuratProject",3688,1731,"H5","CD16 Monocyte","5","0",-0.0337917563724178,-0.0064179034871866,"G1","5",2487,1681,"0"
"HIP044.4029","SeuratProject",3835,1734,"H5","CD16 Monocyte","5","8",-0.0325681021881765,-0.088830698045412,"G1","5",2505,1652,"8"
"HIP044.4030","SeuratProject",3877,1727,"H5","CD16 Monocyte","5","0",-0.0673355669610533,-0.0476293967472062,"G1","5",2520,1636,"0"
"HIP044.4032","SeuratProject",3944,1735,"H5","CD14 Monocyte","3","16",-0.0582774379967668,-0.0595330118702849,"G1","3",2513,1616,"16"
"HIP044.4033","SeuratProject",3966,1728,"H5","CD14 Monocyte","3","16",-0.0970073368548238,-0.0747074104782748,"G1","3",2530,1627,"16"
"HIP044.4036","SeuratProject",3687,1742,"H5","CD14 Monocyte","3","10",0.00782225904966659,-0.144317357745156,"S","3",2521,1679,"10"
"HIP044.4037","SeuratProject",3784,1739,"H5","CD16 Monocyte","5","4",-0.0282523802167617,-0.126982438330518,"G1","5",2504,1654,"4"
"HIP044.4039","SeuratProject",3701,1729,"H5","CD16 Monocyte","7","8",-0.0381933367167886,-0.0741974074434372,"G1","7",2505,1668,"8"
"HIP044.4040","SeuratProject",3655,1741,"H5","CD16 Monocyte","10","8",0.0314810894043459,-0.0284992230160252,"S","10",2516,1699,"8"
"HIP044.4041","SeuratProject",3969,1743,"H5","CD14 Monocyte","3","18",0.011980106264871,-0.0639779663648919,"S","3",2550,1645,"18"
"HIP044.4042","SeuratProject",4458,1752,"H5","CD14 Monocyte","3","12",-0.0263139019439633,-0.0774695970620373,"G1","3",2457,1432,"12"
"HIP044.4043","SeuratProject",3675,1759,"H5","CD16 Monocyte","5","4",0.0461790023432216,-0.0477709623778208,"S","5",2504,1708,"4"
"HIP044.4044","SeuratProject",3991,1749,"H5","CD14 Monocyte","3","16",-0.0924862328681318,-0.104311614616504,"G1","3",2543,1640,"16"
"HIP044.4045","SeuratProject",3641,1764,"H5","CD16 Monocyte","5","0",-0.0362021776640204,-0.017852102729353,"G1","5",2501,1705,"0"
"HIP044.4046","SeuratProject",4070,1756,"H5","CD14 Monocyte","3","3",-0.0538451836866479,-0.0826970745663543,"G1","3",2537,1636,"3"
"HIP044.4048","SeuratProject",4022,1756,"H5","CD14 Monocyte","3","5",-0.0846543304120745,-0.131583081225631,"G1","3",2531,1615,"5"
"HIP044.4049","SeuratProject",4106,1757,"H5","CD14 Monocyte","3","1",-0.0655288644054712,-0.0877049827082381,"G1","3",2547,1622,"1"
"HIP044.4050","SeuratProject",3787,1759,"H5","CD14 Monocyte","3","1",-0.102183166418578,-0.0337543320209912,"G1","3",2547,1697,"1"
"HIP044.4051","SeuratProject",4196,1766,"H5","CD14 Monocyte","3","17",-0.0641301267939122,-0.115109464717567,"G1","3",2543,1585,"17"
"HIP044.4052","SeuratProject",4292,1757,"H5","CD16 Monocyte","5","0",-0.0897045024683252,-0.0256653479494959,"G1","5",2497,1532,"0"
"HIP044.4053","SeuratProject",4088,1771,"H5","CD14 Monocyte","3","12",-0.045572991975043,-0.00228496126246885,"G1","3",2541,1629,"12"
"HIP044.4054","SeuratProject",3844,1759,"H5","CD16 Monocyte","5","0",0.0305066812326695,-0.0644474847915239,"S","5",2539,1682,"0"
"HIP044.4055","SeuratProject",3973,1775,"H5","DC","11","6",-0.00758112398308228,-0.0114595133839256,"G1","11",2543,1669,"6"
"HIP044.4056","SeuratProject",4524,1779,"H5","CD16 Monocyte","3","13",-0.0357133576930327,-0.114385136181987,"G1","3",2483,1449,"13"
"HIP044.4061","SeuratProject",4412,1781,"H5","DC","11","15",-0.0800783656052691,-0.0867366363085638,"G1","11",2479,1492,"15"
"HIP044.4062","SeuratProject",3524,1793,"H5","CD16 Monocyte","3","12",-0.0667773294374539,-0.0468595222811597,"G1","3",2494,1743,"12"
"HIP044.4063","SeuratProject",4224,1777,"H5","CD14 Monocyte","3","16",-0.0653971536812833,-0.0561290339829795,"G1","3",2532,1582,"16"
"HIP044.4064","SeuratProject",3656,1774,"H5","CD16 Monocyte","5","8",-0.0777886091344414,-0.00297907470888459,"G1","5",2523,1724,"8"
"HIP044.4065","SeuratProject",3486,1793,"H5","CD16 Monocyte","10","7",-0.0253398079667829,-0.113953810738497,"G1","10",2485,1759,"7"
"HIP044.4066","SeuratProject",3739,1792,"H5","DC","11","15",-0.0140430710082792,-0.152431244482129,"G1","11",2535,1723,"15"
"HIP044.4067","SeuratProject",3780,1794,"H5","CD14 Monocyte","7","14",-0.0333699349017039,-0.00554257894500829,"G1","7",2556,1730,"14"
"HIP044.4069","SeuratProject",3820,1807,"H5","CD16 Monocyte","10","7",-0.0375686269972016,-0.138623285500076,"G1","10",2528,1744,"7"
"HIP044.4070","SeuratProject",4250,1812,"H5","DC","11","15",-0.00250325046126847,-0.104723389709839,"G1","11",2553,1625,"15"
"HIP044.4071","SeuratProject",3891,1805,"H5","CD16 Monocyte","3","12",-0.0887056362527637,-0.11328560207376,"G1","3",2559,1705,"12"
"HIP044.4073","SeuratProject",3925,1800,"H5","CD14 Monocyte","3","1",-0.0665956673617389,-0.0412556448305347,"G1","3",2543,1699,"1"
"HIP044.4075","SeuratProject",4381,1821,"H5","DC","11","15",0.0525657062612559,-0.106710519749006,"S","11",2508,1566,"15"
"HIP044.4076","SeuratProject",5587,1806,"H5","CD14 Monocyte","7","11",-0.027282442253961,0.0170087076954813,"G2M","7",2015,846,"11"
"HIP044.4077","SeuratProject",3666,1820,"H5","CD16 Monocyte","10","7",-0.0472924931375021,-0.12690656855406,"G1","10",2528,1758,"7"
"HIP044.4078","SeuratProject",3945,1823,"H5","CD14 Monocyte","7","9",-0.0723368540434886,-0.0338630441203766,"G1","7",2565,1727,"9"
"HIP044.4079","SeuratProject",3606,1824,"H5","CD16 Monocyte","10","6",0.0266467139510023,-0.0304989144259986,"S","10",2515,1782,"6"
"HIP044.4080","SeuratProject",4035,1827,"H5","CD16 Monocyte","10","7",-0.0707255365344659,0.0228497691530497,"G2M","10",2549,1703,"7"
"HIP044.4083","SeuratProject",4100,1824,"H5","CD16 Monocyte","5","0",-0.0702208985038558,-0.086800792409582,"G1","5",2543,1672,"0"
"HIP044.4086","SeuratProject",3662,1844,"H5","DC","11","12",-0.108058985058542,-0.122928943655438,"G1","11",2539,1793,"12"
"HIP044.4087","SeuratProject",4004,1837,"H5","CD14 Monocyte","3","3",-0.0357252315791784,-0.0221292806743413,"G1","3",2553,1698,"3"
"HIP044.4090","SeuratProject",3822,1848,"H5","CD16 Monocyte","5","8",0.0221201337791375,-0.105053306226489,"S","5",2556,1779,"8"
"HIP044.4091","SeuratProject",3941,1839,"H5","CD16 Monocyte","5","8",-0.0343759594544983,-0.051310863702851,"G1","5",2565,1744,"8"
"HIP044.4092","SeuratProject",4501,1839,"H5","CD14 Monocyte","3","1",-0.0145347556306423,-0.0720540264782174,"G1","3",2488,1512,"1"
"HIP044.4093","SeuratProject",3911,1848,"H5","CD14 Monocyte","7","2",-0.0908685428902376,-0.0326141567087777,"G1","7",2580,1758,"2"
"HIP044.4094","SeuratProject",3923,1833,"H5","CD14 Monocyte","7","11",-0.02600525229694,-0.0181275754118458,"G1","7",2576,1723,"11"
"HIP044.4095","SeuratProject",4562,1846,"H5","CD16 Monocyte","3","12",0.0204417635034049,-0.0894986741105401,"S","3",2446,1474,"12"
"HIP044.4096","SeuratProject",4159,1840,"H5","CD16 Monocyte","5","0",0.00386439595507002,-0.0582134212324136,"S","5",2575,1697,"0"
"HIP044.4097","SeuratProject",4561,1846,"H5","CD14 Monocyte","3","10",-0.0421481446666629,-0.0911747114023105,"G1","3",2468,1492,"10"
"HIP044.4099","SeuratProject",4020,1863,"H5","CD14 Monocyte","7","12",-0.0644429165170219,-0.110875223066234,"G1","7",2571,1726,"12"
"HIP044.4101","SeuratProject",5553,1845,"H5","CD14 Monocyte","3","2",0.0328758024651603,-0.0775841820901265,"S","3",2057,957,"2"
"HIP044.4104","SeuratProject",3818,1876,"H5","CD16 Monocyte","3","16",-0.0233678110063055,-0.0602445409172277,"G1","3",2573,1796,"16"
"HIP044.4105","SeuratProject",4440,1876,"H5","DC","11","15",0.00652177207042702,-0.0960992705704718,"S","11",2522,1579,"15"
"HIP044.4107","SeuratProject",5450,1886,"H5","CD14 Monocyte","3","18",0.000289450832531402,0.0100048615592321,"G2M","3",2104,992,"18"
"HIP044.4110","SeuratProject",4537,1871,"H5","CD14 Monocyte","3","17",-0.0517051351128158,-0.065907096389859,"G1","3",2486,1515,"17"
"HIP044.4112","SeuratProject",4253,1906,"H5","CD14 Monocyte","3","3",-0.0215252213924295,-0.0434114949419646,"G1","3",2559,1697,"3"
"HIP044.4113","SeuratProject",4145,1904,"H5","CD14 Monocyte","3","16",-0.0834855279352888,-0.105039789094549,"G1","3",2571,1738,"16"
"HIP044.4115","SeuratProject",4316,1906,"H5","CD16 Monocyte","5","8",-0.00987006098231101,-0.0728332540414909,"G1","5",2567,1714,"8"
"HIP044.4116","SeuratProject",4444,1906,"H5","CD16 Monocyte","5","8",0.025517060980974,-0.0321792103669915,"S","5",2534,1603,"8"
"HIP044.4119","SeuratProject",4421,1905,"H5","CD14 Monocyte","3","14",-0.0113461784976998,-0.0758861678473049,"G1","3",2530,1613,"14"
"HIP044.4120","SeuratProject",4674,1919,"H5","CD16 Monocyte","3","8",-0.0702206363405945,-0.0907612427107075,"G1","3",2432,1471,"8"
"HIP044.4121","SeuratProject",4369,1923,"H5","CD14 Monocyte","7","10",0.0956482981605389,-0.0741161708347809,"S","7",2540,1649,"10"
"HIP044.4122","SeuratProject",4452,1916,"H5","CD14 Monocyte","7","11",-0.0744484144471265,-0.0497000193148476,"G1","7",2523,1593,"11"
"HIP044.4127","SeuratProject",4464,1948,"H5","CD16 Monocyte","10","0",-0.0399615325923473,-0.0469481935141983,"G1","10",2508,1621,"0"
"HIP044.4128","SeuratProject",4698,1929,"H5","CD16 Monocyte","5","0",-0.102725945210599,-0.0532015062851674,"G1","5",2461,1507,"0"
"HIP044.4129","SeuratProject",4694,1947,"H5","CD16 Monocyte","5","8",-0.101994899606511,-0.110956641590416,"G1","5",2455,1514,"8"
"HIP044.4130","SeuratProject",4731,1947,"H5","CD16 Monocyte","5","0",-0.0969656821556067,-0.114863553553304,"G1","5",2444,1500,"0"
"HIP044.4132","SeuratProject",4538,1962,"H5","CD14 Monocyte","3","11",0.0706154495183351,-0.044908457136672,"S","3",2530,1644,"11"
"HIP044.4134","SeuratProject",4782,1962,"H5","DC","3","11",-0.0229209451388327,-0.0611099400729464,"G1","3",2386,1428,"11"
"HIP044.4135","SeuratProject",4027,1955,"H5","CD16 Monocyte","10","7",-0.043994659160662,-0.0183776122626774,"G1","10",2624,1836,"7"
"HIP044.4137","SeuratProject",4377,1964,"H5","DC","11","15",-0.00824540961779734,-0.105825246412988,"G1","11",2575,1715,"15"
"HIP044.4138","SeuratProject",4404,1957,"H5","CD14 Monocyte","3","3",-0.0368353858608487,-0.0890493494255893,"G1","3",2574,1702,"3"
"HIP044.4139","SeuratProject",4460,1967,"H5","CD16 Monocyte","3","4",0.0195804599886183,-0.110928767466737,"S","3",2553,1670,"4"
"HIP044.4141","SeuratProject",4445,1964,"H5","CD16 Monocyte","5","8",-0.0131709419745139,-0.130519683075287,"G1","5",2505,1654,"8"
"HIP044.4142","SeuratProject",4134,1925,"H5","CD14 Monocyte","3","6",0.0498964218216841,-0.0857993488349458,"S","3",2604,1762,"6"
"HIP044.4143","SeuratProject",4593,1968,"H5","CD14 Monocyte","3","12",-0.0714565744215018,-0.0219400293692458,"G1","3",2503,1583,"12"
"HIP044.4145","SeuratProject",4647,1976,"H5","CD14 Monocyte","3","16",-0.0461798069753813,-0.14919874320236,"G1","3",2497,1548,"16"
"HIP044.4147","SeuratProject",4598,1990,"H5","CD14 Monocyte","3","4",-0.0998065851265841,-0.042420529320979,"G1","3",2489,1585,"4"
"HIP044.4148","SeuratProject",4059,1991,"H5","CD16 Monocyte","10","7",-0.0487302229859448,-0.0546580766630513,"G1","10",2603,1853,"7"
"HIP044.4149","SeuratProject",4986,1987,"H5","CD14 Monocyte","3","5",-0.0693284486024332,0.0101707464592352,"G2M","3",2292,1320,"5"
"HIP044.4150","SeuratProject",4820,1989,"H5","CD14 Monocyte","7","10",-0.0473094636006181,-0.107910546621801,"G1","7",2350,1432,"10"
"HIP044.4151","SeuratProject",4513,1993,"H5","CD16 Monocyte","10","7",-0.0438291484713628,-0.0957441247055235,"G1","10",2527,1652,"7"
"HIP044.4153","SeuratProject",4574,1995,"H5","CD14 Monocyte","3","18",-0.0771972232873051,-0.0886102528115969,"G1","3",2510,1634,"18"
"HIP044.4154","SeuratProject",4749,2006,"H5","CD14 Monocyte","3","11",-0.0074376704574862,-0.0790703825653377,"G1","3",2444,1504,"11"
"HIP044.4157","SeuratProject",4487,2016,"H5","DC","11","15",-0.0812584290440751,-0.115791171754528,"G1","11",2570,1702,"15"
"HIP044.4159","SeuratProject",4556,2012,"H5","CD16 Monocyte","10","8",-0.082167231321658,-0.0617557760899383,"G1","10",2485,1618,"8"
"HIP044.4160","SeuratProject",4313,2025,"H5","CD16 Monocyte","3","17",-0.0940624250965787,-0.0252255773615527,"G1","3",2619,1793,"17"
"HIP044.4161","SeuratProject",5645,2023,"H5","CD14 Monocyte","3","18",-0.047411212505004,-0.00367970050621039,"G1","3",2073,1018,"18"
"HIP044.4162","SeuratProject",4601,2028,"H5","CD16 Monocyte","3","16",-0.00898349413193976,-0.0636251918731058,"G1","3",2507,1617,"16"
"HIP044.4163","SeuratProject",4414,2040,"H5","CD16 Monocyte","10","7",-0.0507979392186307,-0.140845427580539,"G1","10",2538,1725,"7"
"HIP044.4164","SeuratProject",4566,2048,"H5","CD16 Monocyte","5","8",0.00923792005754424,-0.013390718349768,"S","5",2560,1702,"8"
"HIP044.4167","SeuratProject",4526,2057,"H5","CD16 Monocyte","10","0",-0.0491416181193908,-0.0728283699705198,"G1","10",2536,1700,"0"
"HIP044.4168","SeuratProject",7625,2044,"H5","CD14 Monocyte","3","3",-0.00883625520558365,-0.00700861817006138,"G1","3",2041,822,"3"
"HIP044.4171","SeuratProject",5425,2061,"H5","CD16 Monocyte","5","8",-0.0528234592770585,-0.0596413215289839,"G1","5",2133,1167,"8"
"HIP044.4172","SeuratProject",4646,2065,"H5","CD16 Monocyte","5","8",-0.00923801298417433,-0.0737099237790204,"G1","5",2534,1658,"8"
"HIP044.4174","SeuratProject",4944,2076,"H5","CD14 Monocyte","3","16",-0.0832855294546039,-0.107929811122118,"G1","3",2376,1472,"16"
"HIP044.4177","SeuratProject",4905,2078,"H5","CD16 Monocyte","5","4",-0.0208554213111381,0.0548015125252799,"G2M","5",2405,1499,"4"
"HIP044.4178","SeuratProject",4913,2080,"H5","CD14 Monocyte","3","13",-0.0947047334635829,0.00207517146795866,"G2M","3",2386,1493,"13"
"HIP044.4179","SeuratProject",4649,2073,"H5","CD16 Monocyte","5","8",-0.0749340676567389,-0.129321304864916,"G1","5",2496,1637,"8"
"HIP044.4183","SeuratProject",4397,2093,"H5","CD14 Monocyte","3","14",-0.0417040801179927,-0.110238677088536,"G1","3",2580,1782,"14"
"HIP044.4185","SeuratProject",4933,2093,"H5","DC","11","21",0.0655241033387625,-0.128799700793798,"S","11",2494,1531,"21"
"HIP044.4186","SeuratProject",4687,2092,"H5","CD14 Monocyte","7","16",-0.106781648417747,0.023786838749861,"G2M","7",2458,1593,"16"
"HIP044.4187","SeuratProject",5015,2091,"H5","CD14 Monocyte","3","11",-0.0500172432388834,-0.0861396599788107,"G1","3",2318,1427,"11"
"HIP044.4188","SeuratProject",5340,2095,"H5","CD14 Monocyte","3","9",-0.0479663575768244,-0.0715400758622254,"G1","3",2237,1304,"9"
"HIP044.4189","SeuratProject",4778,2093,"H5","CD14 Monocyte","7","11",-0.0665207458424804,-0.0764417118777797,"G1","7",2415,1544,"11"
"HIP044.4190","SeuratProject",5005,2101,"H5","CD16 Monocyte","3","4",-0.0624829186444903,-0.0985417546105368,"G1","3",2336,1443,"4"
"HIP044.4191","SeuratProject",5188,2110,"H5","CD14 Monocyte","3","11",-0.0486645070706588,-0.110385815840327,"G1","3",2203,1263,"11"
"HIP044.4192","SeuratProject",4985,2112,"H5","CD14 Monocyte","7","10",0.025663564320764,-0.0437555246984608,"S","7",2355,1443,"10"
"HIP044.4193","SeuratProject",5042,2112,"H5","CD14 Monocyte","7","2",-0.0246615806121435,-0.0192446957108826,"G1","7",2303,1402,"2"
"HIP044.4194","SeuratProject",5132,2118,"H5","CD14 Monocyte","3","11",-0.00730484364360431,-0.0681740044059401,"G1","3",2256,1362,"11"
"HIP044.4195","SeuratProject",4633,2128,"H5","CD16 Monocyte","3","16",-0.0528349086767691,-0.0815646688126743,"G1","3",2528,1670,"16"
"HIP044.4196","SeuratProject",4987,2128,"H5","CD14 Monocyte","3","3",0.0366732926897373,-0.0544637614777674,"S","3",2350,1458,"3"
"HIP044.4199","SeuratProject",5411,2129,"H5","CD14 Monocyte","3","10",-0.0122363968379497,-0.13488501884701,"G1","3",2166,1235,"10"
"HIP044.4200","SeuratProject",4794,2127,"H5","CD16 Monocyte","10","8",0.00185899438090464,-0.154720238393219,"S","10",2415,1572,"8"
"HIP044.4201","SeuratProject",4741,2151,"H5","CD14 Monocyte","7","2",-0.0899609162812218,-0.133570672492737,"G1","7",2454,1633,"2"
"HIP044.4203","SeuratProject",4753,2145,"H5","CD14 Monocyte","7","13",0.0367347505115187,-0.0772950154137691,"S","7",2483,1643,"13"
"HIP044.4204","SeuratProject",5571,2157,"H5","CD14 Monocyte","3","2",-0.034042960468791,-0.0987708050078119,"G1","3",2116,1205,"2"
"HIP044.4205","SeuratProject",5259,2158,"H5","CD16 Monocyte","7","12",-0.0516935378783911,-0.0747507723422306,"G1","7",2151,1283,"12"
"HIP044.4206","SeuratProject",5130,2158,"H5","CD16 Monocyte","3","2",-0.0107334652444291,-0.0983596818639346,"G1","3",2244,1361,"2"
"HIP044.4210","SeuratProject",5377,2197,"H5","CD16 Monocyte","10","0",-0.0935748545146832,-0.0247263514694182,"G1","10",2086,1242,"0"
"HIP044.4211","SeuratProject",4468,2182,"H5","CD16 Monocyte","10","7",0.0200140916827695,-0.0136373575710616,"S","10",2577,1818,"7"
"HIP044.4215","SeuratProject",5749,2204,"H5","CD16 Monocyte","5","4",-0.0841844799600364,-0.0834768110883992,"G1","5",2030,1119,"4"
"HIP044.4219","SeuratProject",5121,2218,"H5","DC","11","15",-0.064442059768418,-0.155213012117731,"G1","11",2324,1497,"15"
"HIP044.4221","SeuratProject",5681,2229,"H5","CD16 Monocyte","5","0",-0.0281664795334421,-0.0537135522170197,"G1","5",2054,1179,"0"
"HIP044.4222","SeuratProject",5717,2224,"H5","DC","3","3",-0.0693706395646819,-0.0645009255644141,"G1","3",2061,1142,"3"
"HIP044.4223","SeuratProject",5190,2232,"H5","CD14 Monocyte","7","17",0.0381055633725685,-0.0254749265053315,"S","7",2263,1418,"17"
"HIP044.4224","SeuratProject",5175,2244,"H5","CD14 Monocyte","3","10",-0.0778304696496378,-0.0452733878126332,"G1","3",2268,1403,"10"
"HIP044.4226","SeuratProject",5395,2254,"H5","DC","11","21",-0.0700492249129831,-0.00158666932227552,"G1","11",2189,1323,"21"
"HIP044.4227","SeuratProject",5133,2244,"H5","CD16 Monocyte","5","4",-0.059484323090896,-0.114892969898281,"G1","5",2343,1500,"4"
"HIP044.4228","SeuratProject",5531,2244,"H5","CD14 Monocyte","7","2",-0.0614843991949133,-0.00330606190979085,"G1","7",2140,1270,"2"
"HIP044.4229","SeuratProject",5115,2254,"H5","DC","11","6",-0.0129173109089864,-0.0347773585418202,"G1","11",2294,1455,"6"
"HIP044.4230","SeuratProject",5480,2258,"H5","CD14 Monocyte","7","9",-0.0503234004675021,-0.0559890201936285,"G1","7",2128,1239,"9"
"HIP044.4231","SeuratProject",5445,2280,"H5","DC","11","21",-0.0344538586745916,-0.0496315522874864,"G1","11",2163,1327,"21"
"HIP044.4233","SeuratProject",5453,2302,"H5","CD16 Monocyte","10","0",0.0362515520782925,-0.111875127658711,"S","10",2096,1278,"0"
